filename,label
r0_0.jpg,Apple_Golden_1
r0_10.jpg,Apple_Golden_1
r0_100.jpg,Apple_Golden_1
r0_102.jpg,Apple_Golden_1
r0_104.jpg,Apple_Golden_1
r0_106.jpg,Apple_Golden_1
r0_108.jpg,Apple_Golden_1
r0_110.jpg,Apple_Golden_1
r0_112.jpg,Apple_Golden_1
r0_114.jpg,Apple_Golden_1
r0_116.jpg,Apple_Golden_1
r0_118.jpg,Apple_Golden_1
r0_12.jpg,Apple_Golden_1
r0_120.jpg,Apple_Golden_1
r0_122.jpg,Apple_Golden_1
r0_124.jpg,Apple_Golden_1
r0_126.jpg,Apple_Golden_1
r0_128.jpg,Apple_Golden_1
r0_130.jpg,Apple_Golden_1
r0_132.jpg,Apple_Golden_1
r0_134.jpg,Apple_Golden_1
r0_136.jpg,Apple_Golden_1
r0_138.jpg,Apple_Golden_1
r0_14.jpg,Apple_Golden_1
r0_140.jpg,Apple_Golden_1
r0_142.jpg,Apple_Golden_1
r0_144.jpg,Apple_Golden_1
r0_146.jpg,Apple_Golden_1
r0_148.jpg,Apple_Golden_1
r0_150.jpg,Apple_Golden_1
r0_152.jpg,Apple_Golden_1
r0_154.jpg,Apple_Golden_1
r0_156.jpg,Apple_Golden_1
r0_158.jpg,Apple_Golden_1
r0_16.jpg,Apple_Golden_1
r0_160.jpg,Apple_Golden_1
r0_162.jpg,Apple_Golden_1
r0_164.jpg,Apple_Golden_1
r0_166.jpg,Apple_Golden_1
r0_168.jpg,Apple_Golden_1
r0_170.jpg,Apple_Golden_1
r0_172.jpg,Apple_Golden_1
r0_174.jpg,Apple_Golden_1
r0_176.jpg,Apple_Golden_1
r0_178.jpg,Apple_Golden_1
r0_18.jpg,Apple_Golden_1
r0_180.jpg,Apple_Golden_1
r0_182.jpg,Apple_Golden_1
r0_184.jpg,Apple_Golden_1
r0_186.jpg,Apple_Golden_1
r0_188.jpg,Apple_Golden_1
r0_190.jpg,Apple_Golden_1
r0_192.jpg,Apple_Golden_1
r0_194.jpg,Apple_Golden_1
r0_196.jpg,Apple_Golden_1
r0_198.jpg,Apple_Golden_1
r0_2.jpg,Apple_Golden_1
r0_20.jpg,Apple_Golden_1
r0_200.jpg,Apple_Golden_1
r0_202.jpg,Apple_Golden_1
r0_204.jpg,Apple_Golden_1
r0_206.jpg,Apple_Golden_1
r0_208.jpg,Apple_Golden_1
r0_210.jpg,Apple_Golden_1
r0_212.jpg,Apple_Golden_1
r0_214.jpg,Apple_Golden_1
r0_216.jpg,Apple_Golden_1
r0_218.jpg,Apple_Golden_1
r0_22.jpg,Apple_Golden_1
r0_220.jpg,Apple_Golden_1
r0_222.jpg,Apple_Golden_1
r0_224.jpg,Apple_Golden_1
r0_226.jpg,Apple_Golden_1
r0_228.jpg,Apple_Golden_1
r0_230.jpg,Apple_Golden_1
r0_232.jpg,Apple_Golden_1
r0_234.jpg,Apple_Golden_1
r0_236.jpg,Apple_Golden_1
r0_238.jpg,Apple_Golden_1
r0_24.jpg,Apple_Golden_1
r0_240.jpg,Apple_Golden_1
r0_242.jpg,Apple_Golden_1
r0_244.jpg,Apple_Golden_1
r0_246.jpg,Apple_Golden_1
r0_248.jpg,Apple_Golden_1
r0_250.jpg,Apple_Golden_1
r0_252.jpg,Apple_Golden_1
r0_254.jpg,Apple_Golden_1
r0_256.jpg,Apple_Golden_1
r0_258.jpg,Apple_Golden_1
r0_26.jpg,Apple_Golden_1
r0_260.jpg,Apple_Golden_1
r0_262.jpg,Apple_Golden_1
r0_264.jpg,Apple_Golden_1
r0_266.jpg,Apple_Golden_1
r0_268.jpg,Apple_Golden_1
r0_270.jpg,Apple_Golden_1
r0_272.jpg,Apple_Golden_1
r0_274.jpg,Apple_Golden_1
r0_276.jpg,Apple_Golden_1
r0_278.jpg,Apple_Golden_1
r0_28.jpg,Apple_Golden_1
r0_280.jpg,Apple_Golden_1
r0_282.jpg,Apple_Golden_1
r0_284.jpg,Apple_Golden_1
r0_286.jpg,Apple_Golden_1
r0_288.jpg,Apple_Golden_1
r0_290.jpg,Apple_Golden_1
r0_292.jpg,Apple_Golden_1
r0_294.jpg,Apple_Golden_1
r0_296.jpg,Apple_Golden_1
r0_298.jpg,Apple_Golden_1
r0_30.jpg,Apple_Golden_1
r0_300.jpg,Apple_Golden_1
r0_302.jpg,Apple_Golden_1
r0_304.jpg,Apple_Golden_1
r0_306.jpg,Apple_Golden_1
r0_32.jpg,Apple_Golden_1
r0_34.jpg,Apple_Golden_1
r0_36.jpg,Apple_Golden_1
r0_38.jpg,Apple_Golden_1
r0_4.jpg,Apple_Golden_1
r0_40.jpg,Apple_Golden_1
r0_42.jpg,Apple_Golden_1
r0_44.jpg,Apple_Golden_1
r0_46.jpg,Apple_Golden_1
r0_48.jpg,Apple_Golden_1
r0_50.jpg,Apple_Golden_1
r0_52.jpg,Apple_Golden_1
r0_54.jpg,Apple_Golden_1
r0_56.jpg,Apple_Golden_1
r0_58.jpg,Apple_Golden_1
r0_6.jpg,Apple_Golden_1
r0_60.jpg,Apple_Golden_1
r0_62.jpg,Apple_Golden_1
r0_64.jpg,Apple_Golden_1
r0_66.jpg,Apple_Golden_1
r0_68.jpg,Apple_Golden_1
r0_70.jpg,Apple_Golden_1
r0_72.jpg,Apple_Golden_1
r0_74.jpg,Apple_Golden_1
r0_76.jpg,Apple_Golden_1
r0_78.jpg,Apple_Golden_1
r0_8.jpg,Apple_Golden_1
r0_80.jpg,Apple_Golden_1
r0_82.jpg,Apple_Golden_1
r0_84.jpg,Apple_Golden_1
r0_86.jpg,Apple_Golden_1
r0_88.jpg,Apple_Golden_1
r0_90.jpg,Apple_Golden_1
r0_92.jpg,Apple_Golden_1
r0_94.jpg,Apple_Golden_1
r0_96.jpg,Apple_Golden_1
r0_98.jpg,Apple_Golden_1
r1_0.jpg,Apple_Golden_1
r1_10.jpg,Apple_Golden_1
r1_100.jpg,Apple_Golden_1
r1_102.jpg,Apple_Golden_1
r1_104.jpg,Apple_Golden_1
r1_106.jpg,Apple_Golden_1
r1_108.jpg,Apple_Golden_1
r1_110.jpg,Apple_Golden_1
r1_112.jpg,Apple_Golden_1
r1_114.jpg,Apple_Golden_1
r1_116.jpg,Apple_Golden_1
r1_118.jpg,Apple_Golden_1
r1_12.jpg,Apple_Golden_1
r1_120.jpg,Apple_Golden_1
